Service,Subservice,Area Of Service ,Provinsi,Kab/Kota (Edit),Clnt Id,Clnt Name,Appl Id,Request Reference,Status Simf,Channel,Freq,Freq_Pair,Bwidth,Erp Pwr Dbm,Curr Lic Num,Site Id,Stn Name,Stn Addr,Sid Lat,Sid Long,License Date ,Validity Date ,Ap Id,Tcs Id,Efl Id,Stasiun Lawan,Kab/Kota,NAMA UNIT PELAKSANA TEKNIS,Pita,Band,Link ID
Land Mobile (private),Standard,"JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,114105,DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA,32737072019,732670,Granted,,165.45,159.325,16,45.9794,02125493-000SU/2620192024,1,BS. UPT MATARAM,JL. SINGOSARI NO. 4,-8.59151389,116.0980056,5-Aug-19,4-Aug-29,,,,REP. UPT MATARAM,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,11363471
Land Mobile (private),Standard,,NUSA TENGGARA BARAT,KOTA MATARAM,110899,BADAN PENANGGULANGAN BENCANA DAERAH PROV NTB,38023122023,3004038,Granted,,164.525,169.525,16,45.9794,02815792-000SU/2620242029,2,BS BPBD PROVINSI NTB,"JALAN DR SOEJONO LINGKAR SELATAN, KELURAHAN JEMPONG BARU - MATARAM",-8.61861111,116.0886111,19-Jan-24,17-Jan-29,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,114105,DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA,37154012020,841668,Granted,,163.575,163.575,16,47.9794,02234504-000SU/2620202025,1,BS. UPT MATARAM,JL. SINGOSARI NO. 4,-8.59151389,116.0980056,15-Jan-20,14-Jan-30,,,,HT.01-10 BERGERAK SEKITAR JL. SINGOSARI NO. 4,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,114105,DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA,37439012020,842460,Granted,,162.95,162.95,16,47.9794,02235937-000SU/2620202025,1,BS. UPT MATARAM,JL. SINGOSARI NO. 4,-8.59151389,116.0980056,19-Jan-20,18-Jan-30,,,,HT.01-10 BERGERAK SEKITAR JL. SINGOSARI NO. 4,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN AHMAD YANI NO. 1 SELAGALAS MATARAM KECAMATAN SANDUBAYA, KOTA MATARAM, SANDUBAYA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,118332,RUMAH SAKIT JIWA MUTIARA SUKMA,34787092021,1170195,Granted,,153.475,153.475,16,45.9794,02484752-000SU/2620212026,1,BS. RSJMS,JALAN AHMAD YANI NO. 1 SELAGALAS MATARAM KECAMATAN SANDUBAYA,-8.57735833,116.1465167,19-Sep-21,18-Sep-26,,,,HT. 01 - 5 BERGERAK DISEKITAR KECAMATAN SANDUBAYA,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,13139964
Land Mobile (private),Standard,"JL. MAJAPAHIT NO. 15, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,112612,TVRI NTB,37054012018,560085,Granted,,153.425,153.425,16,45.9794,02013863-000SU/2620182023,1,TVRI - NTB,JL. MAJAPAHIT NO. 15,-8.58665,116.0886389,23-Feb-18,22-Feb-28,,,,MU.1 - TVRI - NTB,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL YOS SUDARSO NO.2, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",37367102021,1185251,Granted,,359.25,364.25,16,45.9794,02492496-000SU/2620212026,8,BS. 08 UP3 MATARAM (19),JL YOS SUDARSO NO.2,-8.57633333,116.0813611,19-Oct-21,18-Oct-26,,,,01. REP. KIT. SANTONG (19),KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,13204603
Land Mobile (private),Standard,"JL YOS SUDARSO NO.2, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",38094102021,1189410,Granted,,357,352,16,45.9794,02494411-000SU/2620212026,8,BS. 08 UP3 MATARAM (19),JL YOS SUDARSO NO.2,-8.57633333,116.0813611,22-Oct-21,21-Oct-26,,,,REP. DIST. SANTONG (19),KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,13220392
Land Mobile (private),Standard,"JL ARYA BANJAR GETAS, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",39350052019,710212,Granted,,351.975,356.975,16,45.9794,02111847-000SU/2620192024,12,BS. UIW NTB,JL ARYA BANJAR GETAS,-8.57611111,116.0813889,31-May-19,30-May-29,,,,REP. UP3B,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11287114
Land Mobile (private),Standard,"JL KESRA RAYA, SEKARBELA, MATARAM, NUSA TENGGARA BARAT, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",39126122020,1037536,Granted,,351.825,356.825,16,45.9794,02401827-000SU/2620202025,12,BS. 12 UP3B MATARAM (19),"JL KESRA RAYA, SEKARBELA, MATARAM, NUSA TENGGARA BARAT",-8.59768333,116.0771917,11-Dec-20,10-Dec-30,,,,REP. KINTAMANI UHF 1 (19),KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,12513104
Land Mobile (private),Standard,"JL LANGKO NO.25-27, AMPENAN, MATARAM, NUSA TENGGARA BARAT, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",39127122020,1037537,Granted,,351.775,356.775,16,45.9794,02401859-000SU/2620202025,9,BS. 09 UIW NTB (19),"JL LANGKO NO.25-27, AMPENAN, MATARAM, NUSA TENGGARA BARAT",-8.57742778,116.0815222,11-Dec-20,10-Dec-30,,,,REP. KINTAMANI UHF 2 (19),KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,12513140
Land Mobile (private),Standard,"JL AHMAD YANI, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",39287052019,710259,Granted,,351.7,356.7,16,48.13,02111775-000SU/2620192024,6,BS. UIW NTB,JL AHMAD YANI,-8.57611111,116.0813889,31-May-19,30-May-29,,,,REP. SELONG,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11287315
Land Mobile (private),Standard,"JL LANGKO NO.25-27, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",35078082019,742292,Granted,,351.55,356.55,16,45.9794,02136490-000SU/2620192024,4,BS. UIW NTB,JL LANGKO NO.25-27,-8.57742778,116.0815222,28-Aug-19,27-Aug-29,,,,REP. PRAYA,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11401114
Land Mobile (private),Standard,"JL.LANGKO 25 - 27, AMPENAN, MATARAM, NTB, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",33059032020,875480,Granted,,351.35,356.35,16,45.9794,02261075-000SU/2620202025,3,19.BS. UIW NTB,"JL.LANGKO 25 - 27, AMPENAN, MATARAM, NTB",-8.577325,116.0815806,30-Mar-20,29-Mar-30,,,,19.REP. SITE_LCC 3,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11865216
Land Mobile (private),Standard,"JL YOS SUDARSO NO 2,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,TAMAN SARI",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",37432042025,3714494,Granted,,351.25,,16,45.9794,02962850-000SU/2620252030,4,BS COMMAND CENTER (19),JL YOS SUDARSO NO 2,-8.57639167,116.0813889,5-May-25,4-May-30,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL YOS SUDARSO NO.2, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",35132032021,1109360,Granted,,351.175,356.175,16,45.9794,02450251-000SU/2620212026,10,11. BS. UP3 MATARAM (19),JL YOS SUDARSO NO.2,-8.57638889,116.0813889,11-May-21,10-May-26,,,,01. REP. KINTAMANI UHF 1 (19),KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,12849145
Land Mobile (private),Standard,"JL YOS SUDARSO NO.2, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",39239052019,709759,Granted,,351.15,356.15,16,45.9794,02110846-000SU/2620192024,1,BS. UP3 MATARAM,JL YOS SUDARSO NO.2,-8.57611111,116.0813889,29-May-19,28-May-29,,,,REP. MATARAM,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11285003
Land Mobile (private),Standard,"JL KESRA RAYA, TANJUNG KARANG,KOTA MATARAM,SEKARBELA,NUSA TENGGARA BARAT,TANJUNG KARANG",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",37433042025,3714509,Granted,,350.6,,25,45.9794,02962842-000SU/2620252030,4,BS LINK UP2D (19),"JL KESRA RAYA, TANJUNG KARANG",-8.59759444,116.0773278,5-May-25,4-May-30,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL SANDUBAYA BERTAIS, KOTA MATARAM, SANDUBAYA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",37618102021,1185257,Granted,,350.25,355.25,16,45.9794,02492477-000SU/2620212026,11,BS. 11 GI NEW MATARAM (19),JL SANDUBAYA BERTAIS,-8.59224722,116.1662806,19-Oct-21,18-Oct-26,,,,REP. SISTEM GARDU INDUK (19),KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,13204661
Land Mobile (private),Standard,"JL. LANGKO 83 AMPENAN, DESA TAMANSARI, KELURAHAN AMPENAN, MATARAM, NTB,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,TAMAN SARI",NUSA TENGGARA BARAT,KOTA MATARAM,1035,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA,34208032023,1805494/1,Granted,,348.075,,150,43.831,02693245-000SU/2620232028,1,LPP RRI MATARAM,"JL. LANGKO 83 AMPENAN, DESA TAMANSARI, KELURAHAN AMPENAN, MATARAM, NTB",-8.57833333,116.0851944,9-Jul-24,17-Apr-28,,,,LPP RRI MATARAM 104.2 MHZ,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,15468699
Land Mobile (private),Standard,"JL. LANGKO 83, DESA TAMAN SARI, KELURAHAN AMPENAN SELATAN, KECAMATAN AMPENAN, MATARAM, NTB, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,1035,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA,34204032023,1804637,Granted,,324.15,,150,45.9794,02693247-000SU/2620232028,1,LPP RRI MATARAM,"JL. LANGKO 83, DESA TAMAN SARI, KELURAHAN AMPENAN SELATAN, KECAMATAN AMPENAN, MATARAM, NTB",-8.57833333,116.0851944,18-Apr-23,17-Apr-28,,,,PEMANCAR RELAY LPP RRI KEDIRI,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,14650827
Land Mobile (private),Standard,"JL ADI SUCIPTO GANG MELATI NOMOR 1A,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,DAYAN PEKEN",NUSA TENGGARA BARAT,KOTA MATARAM,124301,"DOUBLE R STUDIO, CV.",31660112024,3607009,Granted,,433.8,433.8,16,45.9794,02935683-000SU/2620242029,1,BASE STATION DOUBLE R,JL ADI SUCIPTO GANG MELATI NOMOR 1A,-8.56618889,116.0866222,21-Nov-24,20-Nov-29,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,6. Komrad UHF (430 – 460 MHz),UHF,
Broadcast,FM,"2,5 KILOMETER DARI LOKASI ANTENA PEMANCAR",NUSA TENGGARA BARAT,KOTA MATARAM,110996,PERKUMPULAN RADIO SIMFONI KOMUNITAS MAHASISWA FAKULTAS DAKWAH IAIN MATARAM,11294012017,0422637/1,Granted,,107.7,,300,43.12121,01928014-000SU/2020172022,1,"RADIO SIMFONI, VOICE OF KAMPUS","JALAN GAJAH MADA NO. 100 JEMPONG BARU, KECAMATAN SEKARBELA - MATARAM",-8.61008333,116.1006389,7-Aug-23,1-Feb-27,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Broadcast,FM,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,5847,"RADIO RINJANI PERMAI, PT.",18375062020,906634,Granted,,97.5,,300,63.4716,02292933-000SU/2020202025,1,Riper FM The Lovely Radio,"Jl. Lingkar Selatan No.369, Kel. Jempong Baru, Kec.Sekarbela, Kota Mataram, Nusa Tenggara Barat 83115",-8.61911111,116.0950278,15-Jun-20,14-Jun-30,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Land Mobile (private),Standard,"JALAN DR SOEJONO LINGKAR SELATAN, KELURAHAN JEMPONG BARU - MATARAM,KOTA MATARAM,SEKARBELA,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,110899,BADAN PENANGGULANGAN BENCANA DAERAH PROV NTB,38023122023,3004038,Granted,,169.525,164.525,16,48.0206,02815791-000SU/2620242029,1,REP BPBD PROVINSI NTB,"JALAN DR SOEJONO LINGKAR SELATAN, KELURAHAN JEMPONG BARU - MATARAM",-8.61861111,116.0886111,19-Jan-24,17-Jan-29,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN JEND SUDIRMAN  NO. 40 MATARAM KELURAHAN SELAPARANG, KOTA MATARAM, SELAPRANG, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,115429,DINAS PERHUBUNGAN KOTA MATARAM,39226102019,776244,Granted,,167.75,162.725,16,48.0206,02157395-000SU/2620192024,1,REP. DISHUB KOTA MATARAM,JALAN JEND SUDIRMAN  NO. 40 MATARAM KELURAHAN SELAPARANG,-8.56484444,116.1219444,9-Oct-19,8-Oct-29,,,,HT. 01 - 40 BERGERAK DISEKITAR KEC. CAKRANEGARA,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,11479948
Land Mobile (private),Standard,"JALAN PEJANGGIK NO.2, KEC. SELAPARANG, KOTA MATARAM, NUSA TENGGARA BARAT,KOTA MATARAM,SELAPRANG,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,1269,BANK INDONESIA,31696032024,3190597,Granted,,167.65,166.85,16,48.0206,02862150-000SU/2620242029,3,REP. BI PROVINSI NUSA TENGGARA BARAT,"JALAN PEJANGGIK NO.2, KEC. SELAPARANG, KOTA MATARAM, NUSA TENGGARA BARAT",-8.580775,116.1025528,17-May-24,16-May-29,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"PAGUTAN RAYA JL. BUNG KARNO NO. 3 MATARAM, KOTA MATARAM, MATARAM, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,112848,RSUD KOTA MATARAM,39573032018,588568,Granted,,165.275,160.275,16,48.0206,02021604-000SU/2620182023,1,REP. RSUD KOTA MATARAM,PAGUTAN RAYA JL. BUNG KARNO NO. 3 MATARAM,-8.59976111,116.11455,9-Apr-18,8-Apr-28,,,,MU .1 - 10 RSUD KOTA MATARAM,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN LANGKO NO. 2 - 4 MATARAM KELURAHAN DASAN AGUNG, KOTA MATARAM, SELAPRANG, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,110120,"BAHAGIA BANGUNNUSA, PT.",38740022020,851289,Granted,,164.75,159.775,16,48.0206,02243139-000SU/2620202025,1,REP. BAHAGIA BANGUNNUSA,JALAN LANGKO NO. 2 - 4 MATARAM KELURAHAN DASAN AGUNG,-8.57972222,116.1018361,10-Feb-20,9-Feb-30,,,,HT. 01-40 BERGERAK DISEKITAR KECAMATAN CAKRANEGARA,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,11765119
Land Mobile (private),Standard,"JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,114105,DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA,32737072019,732670,Granted,,159.325,165.45,16,48.0206,02125494-000SU/2620192024,2,REP. UPT MATARAM,JL. SINGOSARI NO. 4,-8.59151389,116.0980056,5-Aug-19,4-Aug-29,,,,MU.01 BERGERAK SEKITAR JL. SINGOSARI NO. 4,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,114105,DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA,32372072019,728697,Granted,,159.2,165.85,16,48.0206,02120450-000SU/2620192024,2,REP. UPT MATARAM,JL. SINGOSARI NO. 4,-8.59151389,116.0980056,23-Jul-19,22-Jul-29,,,,BS. UPT MATARAM,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"Jl. Adi Sucipto No.10, Rembiga, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83124,KOTA MATARAM,SELAPRANG,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,1089,"BADAN METEOROLOGI, KLIMATOLOGI DAN GEOFISIKA",31381082023,2695356,Granted,,159.15,154.15,16,48.0206,02746046-000SU/2620232028,1,REP. STASIUN GEOFISIKA MATARAM,"Jl. Adi Sucipto No.10, Rembiga, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83124",-8.56403056,116.0984,31-Aug-23,29-Aug-28,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL. PANCA USAHA NO. 11, KOTA MATARAM, CAKRANEGARA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,101075,"SURYA CEMERLANG SEJAHTERA, PT.",37558032016,364450,Granted,,157.85,152.9,16,48.02,,1,REP. LOMBOK RAYA,JL. PANCA USAHA NO. 11,-8.59,116.1183333,22-Apr-16,21-Apr-26,,,,HT. 01-40 BERGERAK SEKIATR LOMBOK RAYA,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,11802761
Land Mobile (private),Standard,"JL. SRIWIJAYA NO. 333, KOTA MATARAM, MATARAM, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,108894,"SRIWIJAYA PROPINDO UTAMA, PT.",36944022016,358119,Granted,,157.525,152.475,16,48.0206,01859130-000SU/2620162021,1,REP. LOMBOK EPICENTRUM MALL,JL. SRIWIJAYA NO. 333,-8.59291667,116.1048806,7-Mar-16,6-Mar-26,,,,HT. 01-40 BERGERAK SEKITAR JL. SRIWIJAYA NO. 333,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,9644242
Land Mobile (public),Trunking,"JL. YOS SUDARSO NO.110, BINTARO, KEC. AMPENAN, KOTA MATARAM, NUSA TENGGARA BAR 83511,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,BINTARO",NUSA TENGGARA BARAT,KOTA MATARAM,8028,"MOBILKOM TELEKOMINDO, PT.",1.01435E+13,3722311,Granted,,422.9,,12.5,55.0206,02963277-000SU/2620252030,1,REP. TERMINAL AMPENAN,"JL. YOS SUDARSO NO.110, BINTARO, KEC. AMPENAN, KOTA MATARAM, NUSA TENGGARA BAR 83511",-8.56891667,116.0731667,6-May-25,5-May-30,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"JL. YOS SUDARSO NO.110, BINTARO, KEC. AMPENAN, KOTA MATARAM, NUSA TENGGARA BAR 83511,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,BINTARO",NUSA TENGGARA BARAT,KOTA MATARAM,8028,"MOBILKOM TELEKOMINDO, PT.",1.01435E+13,3722311,Granted,,422.65,,12.5,55.0206,02963277-000SU/2620252030,1,REP. TERMINAL AMPENAN,"JL. YOS SUDARSO NO.110, BINTARO, KEC. AMPENAN, KOTA MATARAM, NUSA TENGGARA BAR 83511",-8.56891667,116.0731667,6-May-25,5-May-30,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"KETEJER, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",39350052019,710212,Granted,,356.975,351.975,16,48.0206,02111850-000SU/2620192024,15,REP. UP3B,KETEJER,-8.59888889,116.0911111,31-May-19,30-May-29,,,,BS. GI PAOKMOTONG,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL KESRA RAYA, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA MATARAM,103494,"PLN (PERSERO), PT.",37618102021,1185257,Granted,,355.25,350.25,16,48.0206,02492478-000SU/2620212026,12,REP. SISTEM GARDU INDUK (19),JL KESRA RAYA,-8.59768333,116.0771917,19-Oct-21,18-Oct-26,,,,BS. 02 GI JERANJANG (19),KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JALAN ADI SUCIPTO, GANG MELATI NO.1A - PELEMBAK,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,DAYAN PEKEN",NUSA TENGGARA BARAT,KOTA MATARAM,124564,"KARYA IMAJINASI NUSANTARA, CV.",33849012025,3649707,Granted,,434.6,,16,48.0206,02942919-000SU/2620252030,1,REP. KARYA IMAJINASI NUSANTARA,"JALAN ADI SUCIPTO, GANG MELATI NO.1A - PELEMBAK",-8.56619722,116.0866556,7-Jan-25,6-Jan-30,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,6. Komrad UHF (430 – 460 MHz),UHF,
Broadcast,FM,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,41021,"RADIO SUARA GEMINI PERKASA, PT.",14288092025,3854186,Granted,,101,,300,68.7794,03020051-000SU/2020252030,1,GEMINI FM,"Lingk. Gebang Barat, Kel. Pagesangan Timur, Pagesangan, Mataram, Kec. Mataram, Nusa Tenggara Barat, Nusa Tenggara, 83127, Indonesia",-8.5990625,116.1129375,30-Sep-25,29-Sep-30,,,,,KOTA MATARAM,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
